word,start,end,duration,f0_mean,f0_median,f0_std,voiced_fraction,jitter_approx,rms_mean,rms_std
right,1.92,2.59,0.6699999999999999,127.84773572052063,130.8127826502993,6.798288035412361,0.21428571428571427,0.02424130046657043,0.09179564565420151,0.10200794041156769
six,2.94,3.33,0.3900000000000001,160.71061429613758,163.86452094349724,4.815136772075659,0.36,0.016276876700939143,0.12750524282455444,0.08788228034973145
years,3.33,4.0600000000000005,0.7300000000000004,102.68248339487576,101.18286526050852,22.67463311889675,0.4782608695652174,0.03183292561087871,0.11212518811225891,0.10442336648702621
absolutely,4.57,5.630000000000001,1.0600000000000005,106.6268741611182,107.48759652776705,16.177640105032314,0.7014925373134329,0.03592400383050577,0.13613787293434143,0.08939120173454285
well,6.59,7.279999999999999,0.6899999999999995,88.45179991615284,82.88426748110167,17.072471869757056,0.38636363636363635,0.040020763165904916,0.07283622771501541,0.08471297472715378
six,7.87,8.290000000000001,0.4200000000000008,,,,0.0,,0.10020710527896881,0.07759749889373779
if,8.29,8.42,0.13000000000000078,121.96832102186296,126.35681904967383,11.833613789164678,0.7777777777777778,0.05961828357529922,0.1425713151693344,0.03589506819844246
you,8.42,8.55,0.13000000000000078,121.42365704705846,119.26495573315601,4.268857272892943,0.7777777777777778,0.017127062252506618,0.1803382933139801,0.022407401353120804
group,8.55,8.8,0.25,114.99654164862456,118.23656050685314,7.842729840320273,0.75,0.029425319028916496,0.18672305345535278,0.07751136273145676
internships,8.8,9.5,0.6999999999999993,97.6359264840244,94.11545282508624,13.72724988195085,0.7727272727272727,0.03252209536814311,0.13022202253341675,0.05831073597073555
and,9.5,9.68,0.17999999999999972,96.3922698375053,95.20902171067573,6.383448458959417,0.75,0.027868322684564743,0.11251192539930344,0.02559307962656021
tiny,9.679999,9.999999,0.3200000000000003,98.03325872348691,97.99885899543732,4.452731531772208,0.8095238095238095,0.010118927155555155,0.1601065695285797,0.03932467848062515
consults,10.0,10.63,0.6300000000000008,92.19073844444499,91.70101074372135,10.139711784277807,0.6,0.020716918922029808,0.09663088619709015,0.057751476764678955
together,10.63,11.21,0.5800000000000001,84.10634437048354,83.3644111580719,9.079001022011395,0.6216216216216216,0.026695301742997394,0.06769141554832458,0.050731346011161804
no,11.96,12.25,0.28999999999999915,153.93937051158153,154.66751207845843,7.061409492042985,0.6842105263157895,0.018771592329854654,0.26004183292388916,0.061966702342033386
actually,12.25,13.02,0.7699999999999996,93.0077513218988,91.96585291173604,9.758927663557794,0.8367346938775511,0.025587144538465747,0.088325634598732,0.04252929240465164
three,13.09,13.41,0.3200000000000003,176.0798904311425,178.1809219471905,7.508943112577476,0.6666666666666666,0.01683814472357791,0.20131415128707886,0.10650426894426346
full,13.41,13.7,0.28999999999999915,112.25280724821135,110.96878736978772,15.397419820326443,0.631578947368421,0.03561660139903485,0.1507045030593872,0.07277930527925491
time,13.7,14.16,0.46000000000000085,76.22730817137227,70.91536696417685,8.732668380877497,0.7241379310344828,0.014820474777499348,0.06345761567354202,0.04211477190256119
maybe,14.52,14.86,0.33999999999999986,139.46736897487597,143.47872767421205,8.980468665714385,0.8181818181818182,0.019732517324146652,0.22729140520095825,0.06714636087417603
four,14.86,15.27,0.41000000000000014,116.60653443873672,105.93900030899442,29.138984718714568,0.6923076923076923,0.03727852913291625,0.15514248609542847,0.08026416599750519
counting,15.27,15.69,0.41999999999999993,94.68880843211389,94.11545282508624,5.692432744332654,0.7407407407407407,0.02553054868194934,0.12365779280662537,0.03835344314575195
freelance,15.69,16.48,0.7900000000000009,90.38070234046542,83.3644111580719,19.761421841716665,0.54,0.02722461330441855,0.07837877422571182,0.07624401897192001
so,17.779999,18.339999,0.5599999999999987,100.13095341435746,95.20902171067573,11.892997965047897,0.6944444444444444,0.023672719172858528,0.15152917802333832,0.08474477380514145
i,18.369999,18.529999,0.16000000000000014,114.82703849875809,114.5388367788287,0.9959976202643486,0.6363636363636364,0.0038380700762142735,0.16969847679138184,0.038305290043354034
led,18.529999,18.759999,0.23000000000000043,116.83578297994781,118.58001830607412,4.830253154229695,0.9333333333333333,0.015681792409598383,0.18656378984451294,0.0594179630279541
some,18.76,18.97,0.2099999999999973,115.25058647247437,112.57112811964524,12.61140052725698,0.6428571428571429,0.04228788991637261,0.1526365727186203,0.05602596327662468
sprints,18.969999,19.709999,0.7399999999999984,83.4921958716692,78.74985554097177,13.85920262988656,0.3404255319148936,0.03125591900089583,0.052183814346790314,0.05059872940182686
i,20.119999,20.229999,0.10999999999999943,105.18468831151198,105.03257643014581,0.2634655069610851,0.5714285714285714,0.0038452542136145082,0.12510445713996887,0.02366095408797264
mean,20.229999,20.479999,0.25,102.69460685303517,103.82617439498627,2.0864875930085285,0.9375,0.005390667495493282,0.2112632393836975,0.02886284328997135
i,20.479999,20.569999,0.08999999999999986,97.66150398076954,97.43442710125966,0.5757454681698224,0.8333333333333334,0.004329647335336432,0.13793154060840607,0.0058197928592562675
coordinated,20.569999,21.539999,0.9700000000000024,91.41845990564183,90.38593460443693,17.332937062532906,0.7868852459016393,0.02281292803954384,0.11489064991474152,0.08813848346471786
coordinated,21.869999,22.959999,1.0899999999999999,98.55636677705074,96.87971047900548,20.606297375801716,0.8985507246376812,0.02971026338070012,0.14535745978355408,0.09470720589160919
is,23.009999,23.249999,0.23999999999999844,98.18517511767114,95.20902171067573,9.969477455241258,0.6875,0.03167239370432205,0.08886829763650894,0.04354497417807579
different,23.249999,23.609999,0.35999999999999943,99.60177701732425,96.31529725464738,13.159383781413355,0.782608695652174,0.039965587146478514,0.12336106598377228,0.04883218929171562
from,23.619999,23.849999,0.23000000000000043,84.96053233706965,82.88426748110167,3.8022261345162027,0.6,0.015912003277395222,0.08292300999164581,0.028165359050035477
led,23.849999,24.299999,0.4499999999999993,80.73579183737273,83.3644111580719,9.313308860165797,0.7241379310344828,0.025945255383459622,0.06809080392122269,0.06014005467295647
and,25.019999,25.189999,0.1700000000000017,121.55457162279585,122.05264192746294,1.0413214091969114,0.6363636363636364,0.00385712199138006,0.16424454748630524,0.04235393926501274
sometimes,25.189999,25.769999,0.5799999999999983,120.93002640327545,115.8716469448957,14.480492339295106,0.8648648648648649,0.0246552198404165,0.19616399705410004,0.043698444962501526
i,25.769999,25.849999,0.08000000000000185,108.23624253707189,108.1102658399776,0.4675062966004348,0.8333333333333334,0.005782881425342459,0.17335188388824463,0.010649207048118114
was,25.849999,26.029999,0.17999999999999972,108.60482660843235,109.36644661993022,2.871908342781649,0.9166666666666666,0.01296534891977059,0.1756262332201004,0.04395082965493202
the,26.029999,26.169999,0.14000000000000057,111.84532478616676,114.2089892006901,5.848430244723337,0.8888888888888888,0.03669162559796465,0.20684762299060822,0.03579535335302353
only,26.169999,26.469999,0.3000000000000007,119.55654018785157,121.34967043801211,3.8100103990465755,0.9473684210526315,0.010258874952965975,0.22561773657798767,0.025517337024211884
one,26.469999,26.749999,0.2799999999999976,106.6535542643633,108.1102658399776,6.687403780619655,0.9444444444444444,0.018425562493532523,0.1805160641670227,0.03298505023121834
who,26.759999,26.889999,0.129999999999999,92.26596242723669,93.30702925149743,2.5002416815034736,0.8888888888888888,0.009127645071677,0.12985360622406006,0.018689053133130074
merged,26.889999,27.269999,0.379999999999999,97.57424805823973,99.13755088719131,5.194351082866806,0.875,0.01335886015265476,0.14980581402778625,0.0628771036863327
the,27.289999,27.399999,0.10999999999999943,,,,0.0,,0.08856175094842911,0.014018160291016102
final,27.399999,27.769999,0.36999999999999744,99.69177565355864,100.87044475251382,6.575982662955902,0.7083333333333334,0.013683595652069058,0.14164522290229797,0.05655244365334511
branch,27.769998,28.359998,0.5899999999999999,85.2845813761302,89.3477635991859,9.892930078427934,0.5405405405405406,0.02193509153511136,0.07620996981859207,0.05676107853651047
sorry,29.389998,30.019998,0.6300000000000026,88.65346734130935,80.52605662592461,17.06878323087085,0.6,0.025796309368282144,0.08363164216279984,0.07569108158349991
that,30.409999,30.629999,0.22000000000000242,101.48802259057348,103.82617439498627,4.418596760696349,0.6428571428571429,0.017780980941793968,0.12700620293617249,0.049183089286088943
came,30.629999,30.869999,0.23999999999999844,100.74896924476401,101.45478129445331,7.214487430293283,0.6875,0.022725057588091343,0.15893501043319702,0.057487908750772476
out,30.869999,31.049999,0.17999999999999972,90.24423112151152,90.38593460443693,0.32154631272925766,0.9166666666666666,0.0028852304500033375,0.13937628269195557,0.020025281235575676
awkward,31.059998,31.699998,0.6400000000000006,79.73683427538107,80.9911881955289,6.050726623758723,0.5853658536585366,0.01472340244602482,0.05174402520060539,0.051351480185985565
