word,start,end,duration,f0_mean,f0_median,f0_std,voiced_fraction,jitter_approx,rms_mean,rms_std
Hmm,0.0,0.05,0.05,,,,0.0,,0.0001004622463369742,0.0
<unk>,0.09,0.29,0.19999999999999998,125.13831073475453,127.08879665595002,4.5995846102038875,0.7692307692307693,0.016517542710246042,0.1507873386144638,0.0438416562974453
<unk>,0.57,0.8899999999999999,0.31999999999999995,103.98049792126719,105.64102395561046,8.56247509230753,0.9047619047619048,0.028656548212316453,0.12770937383174896,0.03911324590444565
funny,1.28,1.65,0.3699999999999999,199.74736247958649,208.85526660911424,21.97051683580974,0.7083333333333334,0.03049417257901683,0.1267121285200119,0.05528179928660393
thing,1.66,2.21,0.55,103.80738272027742,73.4161919793519,45.62865978825067,0.7714285714285715,0.03979630543509596,0.09104393422603607,0.0522601418197155
when,2.54,2.87,0.33000000000000007,98.80521747167838,98.56656061031477,1.9629090746042812,0.6190476190476191,0.013499522494436372,0.10815628618001938,0.05544314906001091
i,2.91,3.2,0.29000000000000004,169.47242920343095,175.62564499846297,27.85985272290252,0.6842105263157895,0.04712155688583994,0.14862853288650513,0.036284059286117554
was,3.2,3.47,0.27,175.69811005051864,177.66631669600923,15.422034353992917,0.7647058823529411,0.02466984531492461,0.1432243436574936,0.033092621713876724
seven,3.47,3.93,0.45999999999999996,66.92385779376794,65.7852866955572,1.5793108731723609,0.4482758620689655,0.010953259583383888,0.0990503579378128,0.03116859495639801
i,4.14,4.39,0.25,155.64393152031116,159.6607331155411,19.099016981189703,0.75,0.030485929521933828,0.13042014837265015,0.03158304840326309
made,4.39,4.67,0.28000000000000025,152.05955708454894,145.9866916572425,12.675592210479,0.9444444444444444,0.01789524231519262,0.17015720903873444,0.02903507836163044
a,4.67,4.77,0.09999999999999964,109.94173836805318,115.53603373265042,9.7813285854802,0.8571428571428571,0.0562603494859131,0.0973544791340828,0.021254397928714752
boat,4.78,5.24,0.45999999999999996,72.58719376741662,76.44550209132854,6.618039593522969,0.4482758620689655,0.02123113210421212,0.07466726005077362,0.03993072733283043
out,5.43,5.609999999999999,0.17999999999999972,113.31133718965657,111.60045228225349,6.441009938356091,0.6666666666666666,0.025997071869897803,0.13723453879356384,0.02842411771416664
of,5.61,5.74,0.1299999999999999,94.67708835039235,97.15707812504235,5.304659567171989,0.8888888888888888,0.024512623080993442,0.09838250279426575,0.028060249984264374
mismatched,5.75,6.42,0.6699999999999999,111.31414227236164,107.79893118387233,13.917590196546717,0.6666666666666666,0.031979491066359646,0.12752680480480194,0.03688761591911316
toys,6.47,7.06,0.5899999999999999,,,,0.0,,0.08722217381000519,0.03286188095808029
and,7.06,7.199999999999999,0.13999999999999968,89.25551988174789,89.86534992826049,1.3904588716379658,0.5555555555555556,0.01160556224121851,0.10465039312839508,0.011671730317175388
it,7.2,7.3,0.09999999999999964,86.50654993332606,86.30425076864258,0.6809182570124273,0.7142857142857143,0.007207735015460472,0.05865836888551712,0.016104204580187798
sort,7.3,7.56,0.2599999999999998,95.84220974070608,90.38593460443693,7.977023655572344,0.5294117647058824,0.027324013830640825,0.11095038801431656,0.022474532946944237
of,7.56,7.689999999999999,0.129999999999999,90.1561409491969,92.235306612583,4.100430836466861,0.8888888888888888,0.01761036417836809,0.07583808898925781,0.034190233796834946
held,7.82,8.17,0.34999999999999964,73.66926118125662,69.6970834057884,5.502598284870306,0.36363636363636365,0.032418123376835396,0.0726468414068222,0.04228014498949051
